img1_index,img2_index,img1_name,img2_name,inliers,overlap
29,33,frame000029.png,frame000033.png,449,0.2322814278323849
29,34,frame000029.png,frame000034.png,284,0.15227882037533513
29,35,frame000029.png,frame000035.png,204,0.12186379928315412
29,36,frame000029.png,frame000036.png,163,0.11820159535895576
29,37,frame000029.png,frame000037.png,185,0.1008174386920981
29,38,frame000029.png,frame000038.png,189,0.0939830929885629
29,39,frame000029.png,frame000039.png,212,0.10542018896071606
29,40,frame000029.png,frame000040.png,151,0.07508702138239681
29,41,frame000029.png,frame000041.png,150,0.07458975634012929
29,42,frame000029.png,frame000042.png,135,0.06713078070611636
29,43,frame000029.png,frame000043.png,98,0.048731974142217804
29,44,frame000029.png,frame000044.png,91,0.045251118846345105
30,31,frame000030.png,frame000031.png,831,0.4241960183767228
30,32,frame000030.png,frame000032.png,703,0.35308890005022603
30,33,frame000030.png,frame000033.png,581,0.30056906363166064
30,34,frame000030.png,frame000034.png,375,0.20107238605898123
30,35,frame000030.png,frame000035.png,256,0.15292712066905614
30,36,frame000030.png,frame000036.png,167,0.1211022480058013
30,37,frame000030.png,frame000037.png,221,0.12043596730245232
30,38,frame000030.png,frame000038.png,239,0.11721432074546347
30,39,frame000030.png,frame000039.png,243,0.11917606669936243
30,40,frame000030.png,frame000040.png,154,0.07552721922511035
30,41,frame000030.png,frame000041.png,153,0.07503678273663561
30,42,frame000030.png,frame000042.png,143,0.07013241785188817
30,43,frame000030.png,frame000043.png,108,0.052967140755272195
30,44,frame000030.png,frame000044.png,86,0.042177538008827856
31,32,frame000031.png,frame000032.png,830,0.42368555385400714
31,33,frame000031.png,frame000033.png,665,0.3440248318675634
31,34,frame000031.png,frame000034.png,464,0.2487935656836461
31,35,frame000031.png,frame000035.png,325,0.19414575866188769
31,36,frame000031.png,frame000036.png,228,0.1653372008701958
31,37,frame000031.png,frame000037.png,248,0.13514986376021798
31,38,frame000031.png,frame000038.png,270,0.13782542113323124
31,39,frame000031.png,frame000039.png,266,0.13578356304236855
31,40,frame000031.png,frame000040.png,195,0.0995405819295559
31,41,frame000031.png,frame000041.png,142,0.07248596222562532
31,42,frame000031.png,frame000042.png,151,0.07708014293006636
31,43,frame000031.png,frame000043.png,103,0.05257784583971414
31,44,frame000031.png,frame000044.png,81,0.04134762633996937
32,33,frame000032.png,frame000033.png,803,0.4154164511122607
32,34,frame000032.png,frame000034.png,515,0.2761394101876676
32,35,frame000032.png,frame000035.png,353,0.2108721624850657
32,36,frame000032.png,frame000036.png,276,0.2001450326323423
32,37,frame000032.png,frame000037.png,291,0.15858310626702998
32,38,frame000032.png,frame000038.png,311,0.15620291310899045
32,39,frame000032.png,frame000039.png,295,0.14816675037669513
32,40,frame000032.png,frame000040.png,198,0.09944751381215469
32,41,frame000032.png,frame000041.png,153,0.07684580612757408
32,42,frame000032.png,frame000042.png,139,0.06981416373681568
32,43,frame000032.png,frame000043.png,122,0.06127574083375188
32,44,frame000032.png,frame000044.png,95,0.047714716223003516
33,34,frame000033.png,frame000034.png,703,0.3769436997319035
33,35,frame000033.png,frame000035.png,462,0.27598566308243727
33,36,frame000033.png,frame000036.png,311,0.22552574329224076
33,37,frame000033.png,frame000037.png,369,0.2010899182561308
33,38,frame000033.png,frame000038.png,385,0.1991722710812209
33,39,frame000033.png,frame000039.png,307,0.15882048629073978
33,40,frame000033.png,frame000040.png,235,0.12157268494568028
33,41,frame000033.png,frame000041.png,185,0.09570615623383343
33,42,frame000033.png,frame000042.png,134,0.0693222969477496
33,43,frame000033.png,frame000043.png,127,0.06570098292809105
33,44,frame000033.png,frame000044.png,87,0.04500775995861355
34,35,frame000034.png,frame000035.png,655,0.3912783751493429
34,36,frame000034.png,frame000036.png,423,0.3067440174039159
34,37,frame000034.png,frame000037.png,524,0.285558583106267
34,38,frame000034.png,frame000038.png,459,0.24611260053619302
34,39,frame000034.png,frame000039.png,340,0.18230563002680966
34,40,frame000034.png,frame000040.png,240,0.128686327077748
34,41,frame000034.png,frame000041.png,163,0.08739946380697051
34,42,frame000034.png,frame000042.png,144,0.0772117962466488
34,43,frame000034.png,frame000043.png,139,0.07453083109919571
34,44,frame000034.png,frame000044.png,99,0.05308310991957105
35,36,frame000035.png,frame000036.png,544,0.3944887599709935
35,37,frame000035.png,frame000037.png,638,0.3811230585424134
35,38,frame000035.png,frame000038.png,467,0.2789725209080048
35,39,frame000035.png,frame000039.png,321,0.1917562724014337
35,40,frame000035.png,frame000040.png,239,0.14277180406212664
35,41,frame000035.png,frame000041.png,158,0.09438470728793309
35,42,frame000035.png,frame000042.png,145,0.08661887694145759
35,43,frame000035.png,frame000043.png,102,0.06093189964157706
36,37,frame000036.png,frame000037.png,555,0.4024655547498187
36,38,frame000036.png,frame000038.png,428,0.3103698332124728
36,39,frame000036.png,frame000039.png,290,0.21029731689630166
36,40,frame000036.png,frame000040.png,200,0.145032632342277
36,41,frame000036.png,frame000041.png,152,0.11022480058013052
36,42,frame000036.png,frame000042.png,111,0.08049311094996374
36,43,frame000036.png,frame000043.png,80,0.05801305293691081
37,38,frame000037.png,frame000038.png,721,0.39291553133514984
37,39,frame000037.png,frame000039.png,522,0.2844686648501362
37,40,frame000037.png,frame000040.png,287,0.1564032697547684
37,41,frame000037.png,frame000041.png,225,0.1226158038147139
37,42,frame000037.png,frame000042.png,176,0.09591280653950954
37,43,frame000037.png,frame000043.png,138,0.07520435967302452
37,44,frame000037.png,frame000044.png,97,0.05286103542234333
37,45,frame000037.png,frame000045.png,89,0.048501362397820165
37,46,frame000037.png,frame000046.png,84,0.04577656675749319
